,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FY2018 Grants,,,
,,,,,,,,,,,,New for March,New for March,,,,,,,,as of 3-20-18,,,
,,,,,,,,,,,,Calculation,Calculation,,,FY2018,,Stabilization,,, Adequacy Grants = Max of Preliminary Grant plus Stabiliation Grant @ 92% or 95% Preliminary Estimate of 11-15-16 ,,,
,,16-17 Membership,Base Adequacy Aid,F &R ,Free or Reduced Differentiated Aid, SPED,ELL,Special Education Differentiated Aid,ELL Differentiated Aid,Grade 3 Reading Below Proficient,Grade 3 Reading Differentiated Aid,Home School Academic ,Home School Academic Aid,Total Calculated Cost of an Adequate Education,SWEPT @,Preliminary        Grants = Cost of Adequacy            Less SWEPT,FY2012 Stabilization Grant  ,If Preliminary Grant > 0 and  ADM > 0 then FY12 Stabilization  @ ,"FY2018 First Estimate on 
11-15-16",Minimum First FY18 Estimate as of   11-15-16 X,,,,
,,ADM,"$3,636.06 ",ADM,"$1,818.02 ",ADM,ADM,"$1,956.09 ",$711.40 ,ADM,$711.40 ,ADM,"$3,636.06 ",$,$2.260 ,,,92%,,95%,,,,
401,Newport,829.96,"3,017,784.36 ",451.55,"820,926.93",171.57, 7.00 ," 335,606.36 ","4,979.80", 12.38 ," 8,807.13 ", -   , -   ," 4,188,104.58 "," 962,443 "," 3,225,661.58 "," 3,663,773.00 "," 3,370,671.16 "," 6,608,944.76 "," 6,278,497.52 "," 6,596,332.74 ",,,
403,Newton,613.98,"2,232,468.12 ",95.55,"173,711.81",130.43, 3.50 ," 255,132.82 ","2,489.90", 9.21 ," 6,551.99 ", -   , -   ," 2,670,354.64 "," 1,107,627 "," 1,562,727.64 "," 97,091.00 "," 89,323.72 "," 1,646,970.76 "," 1,564,622.22 "," 1,652,051.36 ",,,
404,Northfield,578.89,"2,104,878.77 ",176.10,"320,153.32",117.23, 5.40 ," 229,312.43 ","3,841.56", 6.73 ," 4,787.72 ", 0.15 , 545.41 ," 2,663,519.21 "," 633,985 "," 2,029,534.21 "," 2,277,433.00 "," 2,095,238.36 "," 4,224,548.74 "," 4,013,321.30 "," 4,124,772.57 ",,,
 405 ,North Hampton,502.85,"1,828,392.77 ",54.81,"99,645.68",75.20, 1.00 ," 147,097.97 ",711.40, 7.00 ," 4,979.80 ", -   , -   ," 2,080,827.62 "," 2,506,381 ", -   ," 234,921.00 ", -   , -   , -   , -   ,,,
407,Northumberland,283.09,"1,029,332.23 ",140.67,"255,740.87",68.92, 1.00 ," 134,813.72 ",711.40, 1.00 , 711.40 , -   , -   ," 1,421,309.62 "," 187,060 "," 1,234,249.62 "," 1,386,032.00 "," 1,275,149.44 "," 2,542,377.54 "," 2,415,258.66 "," 2,509,399.06 ",,,
411,Northwood,620.94,"2,257,775.10 ",103.11,"187,456.04",107.51, 2.00 ," 210,299.24 ","1,422.80", 13.00 ," 9,248.20 ", -   , -   ," 2,666,201.38 "," 1,078,991 "," 1,587,210.38 "," 769,340.00 "," 707,792.80 "," 2,291,513.34 "," 2,176,937.67 "," 2,295,003.18 ",,,
413,Nottingham,706.89,"2,570,294.45 ",62.17,"113,026.30",79.80, -   ," 156,095.98 ",0.00, 21.39 ," 15,216.85 ", 0.15 , 545.41 ," 2,855,178.99 "," 1,302,005 "," 1,553,173.99 ", -   , -   ," 1,599,284.33 "," 1,519,320.11 "," 1,553,173.99 ",,,
414,Odell,0.00,0.00 ,0.00,0.00,0.00, -   , -   ,0.00, -   , -   , -   , -   , -   ," 6,247 ", -   , -   , -   , -   , -   , -   ,,,
415,Orange,38.05,"138,352.08 ",7.50,"13,635.15",5.50, -   ," 10,758.50 ",0.00, 2.00 ," 1,422.80 ", -   , -   ," 164,168.53 "," 68,806 "," 95,362.53 "," 128,496.00 "," 118,216.32 "," 231,390.80 "," 219,821.26 "," 219,821.26 ",,,
419,Ossipee,541.39,"1,968,526.52 ",303.39,"551,569.09",114.59, 4.00 ," 224,148.35 ","2,845.60", 5.44 ," 3,870.02 ", -   , -   ," 2,750,959.58 "," 1,462,676 "," 1,288,283.58 "," 1,018,969.00 "," 937,451.48 "," 2,188,789.12 "," 2,079,349.66 "," 2,225,735.06 ",,,
425,Pelham,1875.64,"6,819,939.58 ",217.57,"395,546.61",289.09, 13.99 ," 565,486.06 ","9,952.49", 45.94 ," 32,681.72 ", -   , -   ," 7,823,606.46 "," 3,641,954 "," 4,181,652.46 ", -   , -   ," 4,112,106.96 "," 3,906,501.61 "," 4,181,652.46 ",,,
427,Pembroke,1027.93,"3,737,615.16 ",258.20,"469,412.76",133.49, 4.00 ," 261,118.45 ","2,845.60", 30.62 ," 21,783.07 ", -   , -   ," 4,492,775.04 "," 1,363,902 "," 3,128,873.04 "," 2,363,044.00 "," 2,174,000.48 "," 5,402,673.01 "," 5,132,539.36 "," 5,302,873.52 ",,,
429,Penacook,748.55,"2,721,772.71 ",250.87,"456,086.68",194.00, 11.27 ," 379,481.46 ","8,017.48", 3.51 ," 2,497.01 ", 0.90 ," 3,272.45 "," 3,571,127.79 "," 744,144 "," 2,826,983.79 "," 1,017,192.00 "," 935,816.64 "," 3,766,897.00 "," 3,578,552.15 "," 3,762,800.43 ",,,
431,Peterborough,730.22,"2,655,123.73 ",231.74,"421,307.95",101.63, 6.60 ," 198,797.43 ","4,695.24", 6.00 ," 4,268.40 ", -   , -   ," 3,284,192.75 "," 1,505,840 "," 1,778,352.75 "," 400,345.00 "," 368,317.40 "," 2,145,348.31 "," 2,038,080.89 "," 2,146,670.15 ",,,
435,Piermont,84.29,"306,483.50 ",15.15,"27,543.00",10.03, -   ," 19,619.58 ",0.00, -   , -   , -   , -   ," 353,646.08 "," 209,834 "," 143,812.08 "," 144,093.00 "," 132,565.56 "," 275,734.49 "," 261,947.77 "," 276,377.64 ",,,
436,Pinkham's Grant,0.00,0.00 ,0.00,0.00,0.00, -   , -   ,0.00, -   , -   , -   , -   , -   ," 8,460 ", -   ," 1,182.00 ", -   , -   , -   , -   ,,,
437,Pittsburg,64.54,"234,671.31 ",13.89,"25,252.30",12.09, -   ," 23,649.13 ",0.00, 3.00 ," 2,134.20 ", -   , -   ," 285,706.94 "," 525,089 ", -   ," 35,370.00 ", -   , -   , -   , -   ,,,
439,Pittsfield,534.30,"1,942,746.86 ",275.88,"501,555.36",122.14, 3.00 ," 238,916.83 ","2,134.20", 7.00 ," 4,979.80 ", -   , -   ," 2,690,333.05 "," 561,693 "," 2,128,640.05 "," 2,185,277.00 "," 2,010,454.84 "," 4,064,997.29 "," 3,861,747.43 "," 4,139,094.89 ",,,
441,Plainfield,263.30,"957,374.60 ",23.41,"42,559.85",41.41, 3.50 ," 81,001.69 ","2,489.90", 1.00 , 711.40 , -   , -   ," 1,084,137.44 "," 610,662 "," 473,475.44 "," 167,558.00 "," 154,153.36 "," 635,901.61 "," 604,106.53 "," 627,628.80 ",,,
443,Plaistow,1011.03,"3,676,165.74 ",167.24,"304,045.66",230.66, 5.00 ," 451,191.72 ","3,557.00", 12.00 ," 8,536.80 ", -   , -   ," 4,443,496.92 "," 2,100,365 "," 2,343,131.92 ", -   , -   ," 2,355,756.47 "," 2,237,968.65 "," 2,343,131.92 ",,,
447,Plymouth,527.29,"1,917,258.08 ",179.95,"327,152.70",88.09, 8.80 ," 172,311.97 ","6,260.32", 5.00 ," 3,557.00 ", 0.08 , 272.70 ," 2,426,812.77 "," 996,484 "," 1,430,328.77 "," 1,711,893.00 "," 1,574,941.56 "," 3,121,398.11 "," 2,965,328.20 "," 3,005,270.33 ",,,
449,Portsmouth,2093.61,"7,612,491.58 ",353.68,"642,997.31",369.78, 59.27 ," 723,322.96 ","42,164.68", 12.00 ," 8,536.80 ", 0.30 ," 1,090.82 "," 9,030,604.15 "," 11,178,117 ", -   , -   , -   , -   , -   , -   ,,,
451,Randolph,16.58,"60,285.87 ",7.00,"12,726.14",4.00, -   ," 7,824.36 ",0.00, 0.58 , 412.61 , -   , -   ," 81,248.98 "," 133,677 ", -   ," 16,897.00 ", -   , -   , -   , -   ,,,
453,Raymond,1246.34,"4,531,767.02 ",344.23,"625,817.02",268.09, 1.00 ," 524,408.17 ",711.40, 14.00 ," 9,959.60 ", -   , -   ," 5,692,663.21 "," 2,017,664 "," 3,674,999.21 "," 1,744,626.00 "," 1,605,055.92 "," 5,358,626.91 "," 5,090,695.56 "," 5,280,055.13 ",,,
455,Richmond,127.74,"464,470.30 ",49.59,"90,155.61",29.13, 3.50 ," 56,980.90 ","2,489.90", 3.00 ," 2,134.20 ", -   , -   ," 616,230.91 "," 215,044 "," 401,186.91 "," 465,859.00 "," 428,590.28 "," 838,387.21 "," 796,467.85 "," 829,777.19 ",,,
459,Rindge,630.11,"2,291,117.77 ",144.16,"262,085.76",74.12, -   ," 144,985.39 ",0.00, 10.98 ," 7,811.17 ", -   , -   ," 2,706,000.09 "," 1,189,370 "," 1,516,630.09 ", -   , -   ," 1,509,685.49 "," 1,434,201.22 "," 1,516,630.09 ",,,
461,Rochester,3926.27,"14,276,153.30 ","1,647.62","2,995,406.11",818.74, 38.94 ," 1,601,529.13 ","27,701.92", 50.54 ," 35,954.16 ", 4.50 ," 16,362.27 "," 18,953,106.89 "," 4,891,902 "," 14,061,204.89 "," 8,776,808.00 "," 8,074,663.36 "," 22,413,875.71 "," 21,293,181.92 "," 22,135,868.25 ",,,
463,Rollinsford,281.35,"1,023,005.48 ",39.79,"72,339.02",48.43, 1.00 ," 94,733.44 ",711.40, 9.00 ," 6,402.60 ", -   , -   ," 1,197,191.94 "," 544,779 "," 652,412.94 ", -   , -   ," 649,229.44 "," 616,767.97 "," 652,412.94 ",,,
465,Roxbury,17.50,"63,631.05 ",7.00,"12,726.14",3.00, -   ," 5,868.27 ",0.00, 2.00 ," 1,422.80 ", -   , -   ," 83,648.26 "," 56,297 "," 27,351.26 "," 34,708.00 "," 31,931.36 "," 58,470.58 "," 55,547.05 "," 59,282.62 ",,,
467,Rumney,141.22,"513,484.39 ",57.18,"103,954.38",30.13, -   ," 58,936.99 ",0.00, -   , -   , 0.15 , 545.41 ," 676,921.17 "," 382,611 "," 294,310.17 "," 367,966.00 "," 338,528.72 "," 712,466.98 "," 676,843.63 "," 676,843.63 ",,,
471,Rye,588.11,"2,138,403.25 ",26.66,"48,468.41",86.72, 2.00 ," 169,632.12 ","1,422.80", 3.12 ," 2,219.57 ", -   , -   ," 2,360,146.15 "," 4,695,014 ", -   , -   , -   , -   , -   , -   ,,,
473,Salem,3435.71,"12,492,447.70 ",557.02,"1,012,673.50",457.14, 72.88 ," 894,206.98 ","51,846.83", 63.25 ," 44,996.05 ", 0.30 ," 1,090.82 "," 14,497,261.88 "," 9,895,948 "," 4,601,313.88 ", -   , -   ," 4,698,208.52 "," 4,463,298.09 "," 4,601,313.88 ",,,
475,Salisbury,195.20,"709,758.91 ",39.80,"72,357.20",30.62, -   ," 59,895.48 ",0.00, 2.34 ," 1,664.68 ", -   , -   ," 843,676.27 "," 296,791 "," 546,885.27 "," 64,567.00 "," 59,401.64 "," 677,856.46 "," 643,963.64 "," 643,963.64 ",,,
477,Sanbornton,309.61,"1,125,760.54 ",80.79,"146,877.84",39.80, 3.00 ," 77,852.38 ","2,134.20", 4.85 ," 3,450.29 ", -   , -   ," 1,356,075.25 "," 943,623 "," 412,452.25 "," 170,541.00 "," 156,897.72 "," 578,024.80 "," 549,123.56 "," 569,349.97 ",,,
479,Sandown,962.70,"3,500,434.96 ",116.49,"211,781.15",228.34, 2.00 ," 446,653.59 ","1,422.80", 7.88 ," 5,605.83 ", 1.05 ," 3,817.86 "," 4,169,716.19 "," 1,322,799 "," 2,846,917.19 "," 1,397,719.00 "," 1,285,901.48 "," 4,227,208.55 "," 4,015,848.12 "," 4,132,818.67 ",,,
483,Sandwich,123.23,"448,071.67 ",23.37,"42,487.13",8.87, -   ," 17,350.52 ",0.00, 6.00 ," 4,268.40 ", -   , -   ," 512,177.72 "," 930,436 ", -   , -   , -   , -   , -   , -   ,,,
485,Seabrook,956.57,"3,478,145.91 ",394.79,"717,736.12",130.17, 19.98 ," 254,624.24 ","14,213.77", 16.56 ," 11,780.78 ", -   , -   ," 4,476,500.82 "," 3,609,848 "," 866,652.82 "," 79,050.00 "," 72,726.00 "," 994,383.18 "," 944,664.02 "," 944,664.02 ",,,
487,Sharon,40.83,"148,460.33 ",11.50,"20,907.23",6.56, -   ," 12,831.95 ",0.00, 1.00 , 711.40 , -   , -   ," 182,910.91 "," 109,270 "," 73,640.91 "," 28,775.00 "," 26,473.00 "," 84,933.84 "," 80,687.15 "," 100,113.91 ",,,
489,Shelburne,27.76,"100,937.03 ",2.26,"4,108.73",4.70, -   ," 9,193.62 ",0.00, -   , -   , -   , -   ," 114,239.38 "," 109,601 "," 4,638.38 "," 58,638.00 "," 53,946.96 "," 62,031.69 "," 58,930.11 "," 58,930.11 ",,,
491,Somersworth,1476.66,"5,369,224.36 ",677.58,"1,231,853.99",303.03, 53.39 ," 592,753.95 ","37,981.65", 14.45 ," 10,279.73 ", -   , -   ," 7,242,093.68 "," 1,882,114 "," 5,359,979.68 "," 2,249,150.00 "," 2,069,218.00 "," 7,533,806.45 "," 7,157,116.13 "," 7,429,197.68 ",,,
495,South Hampton,87.59,"318,482.50 ",3.32,"6,035.83",22.33, -   ," 43,679.49 ",0.00, 0.76 , 540.66 , -   , -   ," 368,738.48 "," 319,060 "," 49,678.48 "," 19,516.00 "," 17,954.72 "," 70,325.35 "," 66,809.08 "," 67,633.20 ",,,
497,Springfield,193.96,"705,250.20 ",39.91,"72,557.18",22.96, -   ," 44,911.83 ",0.00, 6.12 ," 4,353.77 ", -   , -   ," 827,072.98 "," 446,583 "," 380,489.98 "," 43,324.00 "," 39,858.08 "," 447,640.56 "," 425,258.53 "," 425,258.53 ",,,
499,Stark,43.83,"159,368.51 ",14.65,"26,633.99",3.08, -   ," 6,024.76 ",0.00, -   , -   , -   , -   ," 192,027.26 "," 121,171 "," 70,856.26 "," 181,655.00 "," 167,122.60 "," 232,181.40 "," 220,572.33 "," 237,978.86 ",,,
501,Stewartstown,98.43,"357,897.39 ",51.69,"93,973.45",24.22, -   ," 47,376.50 ",0.00, 1.00 , 711.40 , -   , -   ," 499,958.74 "," 160,204 "," 339,754.74 "," 195,521.00 "," 179,879.32 "," 529,618.63 "," 503,137.70 "," 519,634.06 ",,,
503,Stoddard,149.10,"542,136.55 ",42.83,"77,865.80",23.79, 2.00 ," 46,535.38 ","1,422.80", 2.00 ," 1,422.80 ", -   , -   ," 669,383.33 "," 546,877 "," 122,506.33 ", -   , -   ," 120,504.45 "," 114,479.23 "," 122,506.33 ",,,
507,Strafford,610.41,"2,219,487.38 ",62.57,"113,753.51",91.39, 0.75 ," 178,767.07 ",533.55, 9.00 ," 6,402.60 ", -   , -   ," 2,518,944.11 "," 1,049,635 "," 1,469,309.11 "," 639,922.00 "," 588,728.24 "," 2,081,849.74 "," 1,977,757.25 "," 2,058,037.35 ",,,
509,Stratford,71.84,"261,214.55 ",47.41,"86,192.33",18.91, -   ," 36,989.66 ",0.00, -   , -   , -   , -   ," 384,396.54 "," 94,047 "," 290,349.54 "," 489,246.00 "," 450,106.32 "," 774,367.22 "," 735,648.86 "," 740,455.86 ",,,
511,Stratham,1226.18,"4,458,464.05 ",69.44,"126,243.31",143.79, 6.57 ," 281,266.18 ","4,673.90", 12.51 ," 8,899.61 ", -   , -   ," 4,879,547.05 "," 2,887,147 "," 1,992,400.05 ", -   , -   ," 1,995,275.94 "," 1,895,512.14 "," 1,992,400.05 ",,,
 512 ,Sugar Hill,54.37,"197,692.58 ",9.31,"16,925.77",7.00, -   ," 13,692.63 ",0.00, -   , -   , -   , -   ," 228,310.98 "," 309,000 ", -   , -   , -   , -   , -   , -   ,,,
513,Sullivan,74.70,"271,613.68 ",24.52,"44,577.85",13.56, -   ," 26,524.58 ",0.00, -   , -   , -   , -   ," 342,716.11 "," 112,546 "," 230,170.11 "," 398,234.00 "," 366,375.28 "," 593,287.02 "," 563,622.67 "," 596,545.39 ",,,
514,Success,0.00,0.00 ,0.00,0.00,0.00, -   , -   ,0.00, -   , -   , -   , -   , -   ," 30,848 ", -   , -   , -   , -   , -   , -   ,,,
515,Sunapee,380.52,"1,383,593.55 ",54.11,"98,373.06",44.94, -   ," 87,906.68 ",0.00, 4.00 ," 2,845.60 ", -   , -   ," 1,572,718.89 "," 2,755,463 ", -   ," 18,441.00 ", -   , -   , -   , -   ,,,
519,Surry,85.19,"309,755.95 ",13.49,"24,525.09",4.35, -   ," 8,508.99 ",0.00, 2.00 ," 1,422.80 ", -   , -   ," 344,212.83 "," 177,656 "," 166,556.83 "," 68,004.00 "," 62,563.68 "," 228,670.91 "," 217,237.36 "," 229,120.51 ",,,
521,Sutton,285.94,"1,039,695.00 ",67.56,"122,825.43",31.68, 3.00 ," 61,968.93 ","2,134.20", 4.00 ," 2,845.60 ", -   , -   ," 1,229,469.16 "," 571,998 "," 657,471.16 ", -   , -   ," 682,242.73 "," 648,130.59 "," 657,471.16 ",,,
523,Swanzey,822.20,"2,989,568.53 ",272.01,"494,519.62",151.78, 8.49 ," 296,895.34 ","6,039.79", 12.45 ," 8,856.93 ", 0.53 ," 1,908.93 "," 3,797,789.14 "," 1,196,312 "," 2,601,477.14 "," 2,769,932.00 "," 2,548,337.44 "," 5,252,669.83 "," 4,990,036.34 "," 5,149,814.58 ",,,
525,Tamworth,283.61,"1,031,222.98 ",132.23,"240,396.78",45.33, -   ," 88,669.56 ",0.00, 2.54 ," 1,806.96 ", -   , -   ," 1,362,096.28 "," 734,818 "," 627,278.28 "," 111,214.00 "," 102,316.88 "," 753,949.76 "," 716,252.27 "," 729,595.16 ",,,
527,Temple,134.33,"488,431.94 ",25.96,"47,195.80",23.83, 1.00 ," 46,613.62 ",711.40, 3.00 ," 2,134.20 ", -   , -   ," 585,086.96 "," 319,320 "," 265,766.96 "," 84,695.00 "," 77,919.40 "," 339,124.16 "," 322,167.95 "," 343,686.36 ",,,
531,Thornton,300.79,"1,093,690.49 ",88.28,"160,494.81",33.35, -   ," 65,235.60 ",0.00, 1.00 , 711.40 , -   , -   ," 1,320,132.30 "," 762,445 "," 557,687.30 "," 153,102.00 "," 140,853.84 "," 812,046.06 "," 771,443.76 "," 771,443.76 ",,,
532,Tilton,479.91,"1,744,981.55 ",166.09,"301,954.94",78.84, 7.63 ," 154,218.14 ","5,427.98", 2.26 ," 1,607.76 ", 0.15 , 545.41 ," 2,208,735.78 "," 1,111,727 "," 1,097,008.78 "," 566,664.00 "," 521,330.88 "," 1,618,731.00 "," 1,537,794.45 "," 1,618,339.66 ",,,
535,Troy,282.40,"1,026,823.34 ",100.17,"182,111.06",40.99, -   ," 80,180.13 ",0.00, 2.34 ," 1,664.68 ", 0.90 ," 3,272.45 "," 1,294,051.66 "," 217,267 "," 1,076,784.66 "," 1,085,559.00 "," 998,714.28 "," 2,065,280.57 "," 1,962,016.54 "," 2,075,498.94 ",,,
537,Tuftonboro,257.92,"937,812.60 ",60.47,"109,935.67",39.79, -   ," 77,832.82 ",0.00, 4.00 ," 2,845.60 ", -   , -   ," 1,128,426.69 "," 2,352,061 ", -   ," 201,448.00 ", -   , -   , -   , -   ,,,
539,Unity,168.40,"612,312.50 ",57.24,"104,063.46",24.20, 1.00 ," 47,337.38 ",711.40, 2.00 ," 1,422.80 ", -   , -   ," 765,847.54 "," 271,309 "," 494,538.54 "," 426,902.00 "," 392,749.84 "," 836,986.39 "," 795,137.07 "," 887,288.38 ",,,
543,Wakefield,577.78,"2,100,842.75 ",225.23,"409,472.64",111.38, 0.61 ," 217,869.30 ",433.95, 10.90 ," 7,754.26 ", -   , -   ," 2,736,372.90 "," 2,080,724 "," 655,648.90 "," 644,897.00 "," 593,305.24 "," 1,234,737.42 "," 1,173,000.55 "," 1,248,954.14 ",,,
545,Walpole,389.21,"1,415,190.91 ",104.50,"189,983.09",50.53, 2.00 ," 98,841.23 ","1,422.80", 2.00 ," 1,422.80 ", -   , -   ," 1,706,860.83 "," 848,662 "," 858,198.83 "," 386,221.00 "," 355,323.32 "," 1,198,834.68 "," 1,138,892.95 "," 1,213,522.15 ",,,
547,Warner,335.16,"1,218,661.87 ",92.43,"168,039.59",44.35, -   ," 86,752.59 ",0.00, 2.00 ," 1,422.80 ", -   , -   ," 1,474,876.85 "," 601,965 "," 872,911.85 "," 228,711.00 "," 210,414.12 "," 1,115,844.76 "," 1,060,052.52 "," 1,083,325.97 ",,,
549,Warren,102.66,"373,277.92 ",45.88,"83,410.76",23.75, -   ," 46,457.14 ",0.00, -   , -   , -   , -   ," 503,145.82 "," 142,350 "," 360,795.82 "," 421,988.00 "," 388,228.96 "," 753,399.67 "," 715,729.69 "," 749,024.78 ",,,
551,Washington,109.42,"397,857.69 ",34.48,"62,685.33",14.43, 0.31 ," 28,226.38 ",220.53, 1.00 , 711.40 , 0.15 , 545.41 ," 490,246.74 "," 487,002 "," 3,244.74 ", -   , -   ," 60,014.84 "," 57,014.10 "," 57,014.10 ",,,
553,Waterville Valley,35.15,"127,807.51 ",4.00,"7,272.08",9.61, -   ," 18,798.02 ",0.00, -   , -   , -   , -   ," 153,877.61 "," 793,879 ", -   , -   , -   , -   , -   , -   ,,,
555,Weare,1454.34,"5,288,067.50 ",253.98,"461,740.72",205.71, 3.28 ," 402,387.27 ","2,333.39", 29.00 ," 20,630.60 ", 0.90 ," 3,272.45 "," 6,178,431.93 "," 1,747,670 "," 4,430,761.93 "," 3,125,899.00 "," 2,875,827.08 "," 7,265,872.56 "," 6,902,578.93 "," 7,306,589.01 ",,,
557,Webster,227.97,"828,912.60 ",37.72,"68,575.71",38.32, -   ," 74,957.37 ",0.00, 2.00 ," 1,422.80 ", 0.30 ," 1,090.82 "," 974,959.30 "," 440,688 "," 534,271.30 "," 12,839.00 "," 11,811.88 "," 533,858.33 "," 507,165.41 "," 546,083.18 ",,,
559,Wentworth,83.15,"302,338.39 ",35.55,"64,630.61",10.19, -   ," 19,932.56 ",0.00, 1.00 , 711.40 , -   , -   ," 387,612.96 "," 198,564 "," 189,048.96 "," 297,453.00 "," 273,656.76 "," 492,607.20 "," 467,976.84 "," 467,976.84 ",,,
561,Wentworth's Location,0.00,0.00 ,0.00,0.00,0.00, -   , -   ,0.00, -   , -   , -   , -   , -   ," 18,210 ", -   , -   , -   , -   , -   , -   ,,,
563,Westmoreland,207.41,"754,155.20 ",36.33,"66,048.67",31.16, 1.94 ," 60,951.76 ","1,380.12", 3.00 ," 2,134.20 ", -   , -   ," 884,669.95 "," 367,705 "," 516,964.95 "," 242,579.00 "," 223,172.68 "," 753,597.91 "," 715,918.01 "," 740,137.63 ",,,
567,Whitefield,274.18,"996,934.93 ",155.79,"283,229.34",47.84, -   ," 93,579.35 ",0.00, 4.00 ," 2,845.60 ", 0.30 ," 1,090.82 "," 1,377,680.04 "," 397,219 "," 980,461.04 "," 838,190.00 "," 771,134.80 "," 1,723,366.85 "," 1,637,198.51 "," 1,751,595.84 ",,,
569,Wilmot,140.86,"512,175.41 ",17.13,"31,142.68",15.88, 2.00 ," 31,062.71 ","1,422.80", 2.00 ," 1,422.80 ", -   , -   ," 577,226.40 "," 413,578 "," 163,648.40 "," 81,042.00 "," 74,558.64 "," 243,800.39 "," 231,610.37 "," 238,207.04 ",,,
571,Wilton,395.49,"1,438,025.37 ",111.21,"202,182.00",79.88, 0.89 ," 156,252.47 ",633.15, -   , -   , -   , -   ," 1,797,092.99 "," 832,835 "," 964,257.99 "," 67,411.00 "," 62,018.12 "," 1,038,036.45 "," 986,134.63 "," 1,026,276.11 ",,,
573,Winchester,551.44,"2,005,068.93 ",390.09,"709,191.42",133.42, -   ," 260,981.53 ",0.00, 3.00 ," 2,134.20 ", -   , -   ," 2,977,376.08 "," 581,817 "," 2,395,559.08 "," 1,854,823.00 "," 1,706,437.16 "," 3,936,443.72 "," 3,739,621.53 "," 4,101,996.24 ",,,
575,Windham,2845.04,"10,344,736.14 ",106.36,"193,364.61",443.72, 36.00 ," 867,956.25 ","25,610.40", 41.65 ," 29,629.81 ", -   , -   ," 11,461,297.21 "," 5,377,756 "," 6,083,541.21 ", -   , -   ," 6,042,631.12 "," 5,740,499.56 "," 6,083,541.21 ",,,
579,Windsor,13.73,"49,923.10 ",5.48,"9,962.75",1.00, -   ," 1,956.09 ",0.00, -   , -   , -   , -   ," 61,841.94 "," 57,725 "," 4,116.94 "," 65,534.00 "," 60,291.28 ", -   , -   ," 64,408.22 ",,,
583,Wolfeboro,712.43,"2,590,438.23 ",156.17,"283,920.18",71.57, 2.00 ," 139,997.36 ","1,422.80", 12.00 ," 8,536.80 ", -   , -   ," 3,024,315.37 "," 4,521,281 ", -   ," 129,926.00 ", -   , -   , -   , -   ,,,
585,Woodstock,161.82,"588,387.23 ",64.19,"116,698.70",27.62, -   ," 54,027.21 ",0.00, 4.00 ," 2,845.60 ", -   , -   ," 761,958.74 "," 510,419 "," 251,539.74 "," 103,906.00 "," 95,593.52 "," 327,213.77 "," 310,853.08 "," 347,133.26 ",,,
417,Orford,135.20,"491,595.31 ",41.00,"74,538.82",19.34, -   ," 37,830.78 ",0.00, -   , -   , -   , -   ," 603,964.91 "," 315,663 "," 288,301.91 "," 54,251.00 "," 49,910.92 "," 329,981.45 "," 313,482.38 "," 338,212.83 ",,,
,,,,,,,,,,,,,, -   ,,,,,, -   , -   ,,,
,,,,,,,,,,,,,, -   ,,,,,, -   , -   ,,,
,ATK. & GILMANTON ACAD.,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   ," 1,748 ", -   , 61.00 , -   , -   , -   , -   ,,,
,BEAN'S GRANT,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,
,BEAN'S PURCHASE,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   , -   , -   , 7.00 , -   , -   , -   , -   ,,,
,CHANDLER'S PURCHASE,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   , 96 , -   , -   , -   , -   , -   , -   ,,,
,CRAWFORD'S PURCH.,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   , 471 , -   , 236.00 , -   , -   , -   , -   ,,,
,CUTT'S GRANT,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,
,ERVING'S GRANT,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   , 127 , -   , -   , -   , -   , -   , -   ,,,
,GREEN'S GRANT,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   ," 7,762 ", -   ," 1,283.00 ", -   , -   , -   , -   ,,,
,HADLEY'S PURCH.,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,
,KILKENNY,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,
,LIVERMORE,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   , 303 , -   , -   , -   , -   , -   , -   ,,,
,LOW & BURBANK GR.,0.00 , -   ,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,
